id,marital_status,custody_status,count_prison_stays,time_in_prison,case_m,case_f,case_total,case_hard,case_drug,case_gambling,age_first_offense,count_arrest
1939,Single,Pretrial Defendant,0,,2,1,8,0,1,0,19,2
1940,Single,Jail Inmate,0,,3,1,4,0,0,0,18,3
1941,Single,Jail Inmate,0,,5,0,8,0,0,0,26,8
1942,Single,Jail Inmate,0,,3,0,18,0,0,0,21,1
1943,Single,Jail Inmate,0,,1,4,5,1,0,0,21,2
1944,Separated,Pretrial Defendant,7,165358,22,16,60,8,0,0,33,58
1945,Separated,Jail Inmate,0,,1,2,5,0,3,0,25,4
1946,Single,Jail Inmate,0,,0,3,3,1,0,0,55,3
1947,Divorced,Jail Inmate,0,,9,2,29,0,0,0,18,13
1948,Single,Pretrial Defendant,0,,5,3,15,0,5,0,40,9
1949,Single,Jail Inmate,0,,0,2,2,0,0,0,42,2
1950,Single,Pretrial Defendant,4,65595,2,8,11,2,6,0,21,15
1951,Single,Pretrial Defendant,0,,1,2,4,0,3,0,18,3
1952,Single,Pretrial Defendant,0,,2,0,2,0,0,0,18,1
1953,Separated,Jail Inmate,0,,3,2,24,1,1,0,19,5
1954,Married,Jail Inmate,0,,1,1,3,0,1,0,25,2
1955,Single,Pretrial Defendant,0,,1,1,3,1,0,0,53,2
1956,Single,Jail Inmate,0,,5,0,20,0,2,0,19,3
1957,Married,Jail Inmate,0,,1,0,3,0,0,0,25,1
1958,Single,Jail Inmate,0,,2,1,3,0,0,0,18,3
1959,Single,Jail Inmate,0,,6,13,21,3,5,0,14,20
1960,Single,Residential Program,0,,0,0,1,0,0,0,19,0
1961,Single,Jail Inmate,0,,4,6,12,0,7,0,18,9
1962,Single,Jail Inmate,2,2488,,,,,,,,0
1963,Married,Jail Inmate,0,,1,0,1,0,0,0,70,1
1964,Single,Jail Inmate,0,,2,4,7,2,0,0,14,6
1965,Single,Jail Inmate,0,,5,8,14,0,6,0,18,15
1966,Single,Jail Inmate,0,,1,1,2,0,1,0,19,2
1967,Single,Jail Inmate,0,,0,1,9,1,0,0,33,1
1968,Significant Other,Jail Inmate,0,,0,2,4,1,0,0,26,2
1969,Separated,Pretrial Defendant,0,,4,1,7,1,0,0,26,5
1970,Single,Jail Inmate,0,,1,1,7,0,1,0,32,2
1971,Single,Jail Inmate,0,,0,4,4,1,0,0,40,4
1972,Married,Jail Inmate,0,,1,0,2,0,0,0,42,1
1973,Married,Jail Inmate,0,,0,2,2,0,0,0,67,2
1974,Married,Jail Inmate,0,,0,3,4,3,0,0,27,3
1975,Married,Jail Inmate,0,,4,2,7,1,0,0,31,6
1976,Single,Jail Inmate,0,,9,4,19,0,8,0,18,7
1977,Single,Jail Inmate,0,,11,9,28,0,10,0,24,33
1978,Single,Jail Inmate,0,,0,2,2,0,0,0,46,2
1979,Married,Jail Inmate,0,,3,2,5,0,2,0,31,0
1980,Married,Pretrial Defendant,0,,4,4,13,0,5,0,32,8
1981,Single,Jail Inmate,0,,,,,,,,,0
1982,Married,Jail Inmate,0,,1,0,1,0,0,0,43,1
1983,Single,Jail Inmate,0,,1,1,7,0,0,0,39,2
1984,Single,Jail Inmate,0,,1,5,6,2,0,0,19,4
1985,Divorced,Pretrial Defendant,0,,3,1,5,0,0,0,41,4
1986,Single,Jail Inmate,0,,7,4,11,0,4,0,28,22
1987,Single,Jail Inmate,0,,7,2,15,1,0,0,30,14
1988,Married,Jail Inmate,0,,1,0,2,0,0,0,24,1
1989,Significant Other,Jail Inmate,1,83100,3,58,66,4,3,0,27,50
1990,Single,Jail Inmate,0,,18,2,35,0,1,0,39,15
1991,Unknown,Pretrial Defendant,0,,5,2,7,0,0,0,26,6
1992,Single,Jail Inmate,0,,1,1,2,1,0,0,29,1
1993,Single,Pretrial Defendant,0,,3,1,4,0,1,0,23,1
1994,Single,Jail Inmate,0,,7,3,15,0,2,0,20,13
1995,Single,Jail Inmate,0,,12,5,24,1,1,0,28,13
1996,Single,Jail Inmate,0,,2,0,4,0,1,0,25,3
1997,Single,Pretrial Defendant,2,61314,12,10,36,1,1,0,26,33
1998,Single,Pretrial Defendant,0,,0,2,2,0,0,0,71,2
1999,Divorced,Jail Inmate,0,,1,0,4,0,0,0,37,0
2000,Single,Jail Inmate,0,,0,1,2,1,0,0,21,1
2001,Single,Jail Inmate,0,,1,2,7,1,0,0,18,1
2002,Single,Pretrial Defendant,0,,9,11,28,3,9,0,19,26
2003,Single,Jail Inmate,0,,,,,,,,,0
2004,Separated,Jail Inmate,0,,1,1,2,0,0,0,24,2
2005,Single,Jail Inmate,0,,,,,,,,,0
2005,Single,Pretrial Defendant,0,,,,,,,,,0
2006,Single,Jail Inmate,0,,9,5,15,0,5,0,19,2
2007,Single,Jail Inmate,8,82400,6,26,35,6,3,0,27,32
2008,Single,Pretrial Defendant,0,,11,44,61,19,1,0,35,67
2009,Single,Jail Inmate,0,,11,4,30,0,4,0,18,17
2010,Single,Jail Inmate,0,,1,0,6,0,0,0,18,1
2011,Single,Jail Inmate,0,,1,1,4,1,0,0,33,1
2012,Single,Jail Inmate,0,,,,,,,,,0
2013,Single,Jail Inmate,0,,0,1,4,1,0,0,18,0
2014,Single,Pretrial Defendant,0,,4,2,8,0,0,0,27,7
2015,Single,Pretrial Defendant,0,,8,3,18,0,0,0,47,18
2016,Single,Jail Inmate,0,,1,0,1,0,0,0,23,1
2017,Single,Jail Inmate,0,,5,4,19,1,1,0,19,6
2018,Single,Pretrial Defendant,0,,8,9,21,2,1,0,16,11
2019,Single,Pretrial Defendant,0,,3,5,9,5,0,0,16,2
2020,Single,Jail Inmate,0,,17,2,27,0,2,0,18,12
2021,Married,Jail Inmate,0,,1,0,1,0,0,0,43,1
2022,Single,Jail Inmate,0,,0,1,4,0,0,0,46,3
2023,Single,Jail Inmate,0,,2,5,7,1,1,0,17,8
2024,Single,Jail Inmate,0,,4,6,17,3,4,0,22,13
2025,Single,Pretrial Defendant,0,,,,,,,,,0
2026,Single,Jail Inmate,0,,7,5,20,1,0,0,20,11
2027,Single,Jail Inmate,0,,1,2,8,0,0,0,28,2
2028,Single,Jail Inmate,0,,,,,,,,,0
2029,Married,Jail Inmate,0,,1,1,10,0,0,0,35,5
2030,Single,Jail Inmate,0,,3,0,4,0,1,0,21,3
2031,Single,Jail Inmate,0,,,,,,,,,0
2032,Single,Jail Inmate,0,,1,7,8,2,0,0,18,8
2033,Divorced,Pretrial Defendant,0,,0,1,1,0,0,0,52,0
2034,Single,Jail Inmate,0,,4,4,21,0,1,0,30,12
2035,Single,Jail Inmate,0,,1,2,11,0,2,0,19,1
2036,Single,Jail Inmate,4,54746,15,19,35,1,15,0,14,31
2037,Single,Jail Inmate,0,,1,0,2,0,0,0,23,1
2038,Single,Jail Inmate,0,,4,3,14,0,5,0,24,3
2039,Single,Jail Inmate,0,,6,2,11,1,2,0,18,3
2040,Single,Pretrial Defendant,0,,7,2,9,1,0,0,32,3
2041,Significant Other,Jail Inmate,0,,,,,,,,,0
2042,Single,Jail Inmate,0,,2,4,18,1,0,0,22,4
2043,Married,Jail Inmate,0,,1,0,6,0,0,0,34,1
2044,Divorced,Jail Inmate,0,,1,0,4,0,0,0,26,1
2045,Single,Pretrial Defendant,0,,1,0,7,0,0,0,17,2
2046,Single,Jail Inmate,0,,,,,,,,,0
2047,Married,Jail Inmate,0,,19,1,34,0,0,0,20,40
2047,Single,Jail Inmate,0,,19,1,34,0,0,0,20,29
2048,Single,Jail Inmate,0,,6,4,13,1,2,0,14,5
2049,Single,Jail Inmate,0,,3,1,4,0,0,0,24,2
2050,Single,Jail Inmate,0,,0,1,1,0,1,0,24,0
2051,Single,Jail Inmate,1,1617,2,4,6,4,2,0,28,3
2052,Married,Pretrial Defendant,0,,1,5,11,2,0,0,24,6
2053,Single,Jail Inmate,0,,1,0,3,0,0,0,20,1
2054,Significant Other,Jail Inmate,0,,0,1,3,1,0,0,22,1
2055,Single,Jail Inmate,0,,5,5,11,2,4,0,18,8
2056,Single,Jail Inmate,0,,6,9,20,0,7,0,21,15
2056,Single,Pretrial Defendant,0,,6,9,20,0,7,0,21,17
2057,Single,Jail Inmate,0,,24,11,51,0,8,0,15,49
2058,Single,Jail Inmate,0,,4,2,8,0,3,0,15,5
2059,Single,Jail Inmate,0,,0,2,2,0,2,0,37,1
2060,Single,Jail Inmate,0,,3,4,14,1,2,0,21,6
2061,Single,Jail Inmate,0,,7,2,17,0,1,0,19,11
2062,Married,Jail Inmate,0,,0,3,3,0,1,0,31,5
2063,Single,Pretrial Defendant,0,,0,1,4,1,0,0,16,1
2064,Single,Jail Inmate,0,,7,11,19,0,16,0,23,17
2065,Single,Jail Inmate,0,,4,0,7,0,1,0,28,7
2066,Single,Pretrial Defendant,0,,6,2,19,0,1,0,21,15
2067,Single,Jail Inmate,0,,,,,,,,,0
2068,Single,Jail Inmate,0,,1,0,1,0,0,0,20,1
2069,Single,Jail Inmate,0,,1,2,4,0,0,0,18,2
2070,Single,Jail Inmate,0,,2,1,3,0,1,0,28,4
2071,Single,Jail Inmate,3,28200,9,10,23,0,6,0,21,25
2072,Single,Jail Inmate,0,,2,0,2,0,0,0,63,2
2073,Single,Jail Inmate,0,,0,2,6,1,0,0,28,2
2074,Married,Jail Inmate,0,,2,0,3,0,0,0,64,3
2075,Single,Jail Inmate,0,,2,0,2,0,0,0,21,2
2076,Single,Jail Inmate,0,,10,7,23,0,11,0,18,33
2077,Single,Jail Inmate,0,,2,0,2,0,0,0,25,1
2078,Married,Jail Inmate,0,,4,18,27,14,0,0,20,20
2079,Married,Jail Inmate,0,,5,0,17,0,2,0,19,4
2080,Single,Jail Inmate,0,,1,1,2,0,0,0,22,0
2081,Single,Jail Inmate,0,,0,1,1,0,1,0,20,1
2082,Single,Jail Inmate,0,,,,,,,,,0
2083,Single,Pretrial Defendant,0,,1,5,6,2,0,0,16,3
2084,Single,Jail Inmate,3,11065,3,1,7,0,1,0,30,5
2085,Significant Other,Pretrial Defendant,0,,1,3,4,0,1,0,31,3
2086,Married,Pretrial Defendant,0,,2,0,4,0,0,0,46,4
2087,Single,Jail Inmate,0,,7,6,13,3,3,0,20,2
2088,Single,Jail Inmate,0,,,,,,,,,0
2089,Single,Jail Inmate,0,,2,1,6,0,2,0,23,3
2090,Single,Jail Inmate,0,,1,0,7,0,0,0,18,1
2091,Divorced,Jail Inmate,6,300105,13,20,39,4,14,0,23,45
2092,Divorced,Jail Inmate,0,,1,1,3,0,0,0,35,2
2093,Single,Pretrial Defendant,0,,1,0,3,0,0,0,30,1
2094,Single,Jail Inmate,0,,2,0,3,0,0,0,31,2
2095,Single,Jail Inmate,0,,2,5,16,0,1,0,47,0
2096,Single,Pretrial Defendant,0,,22,19,75,4,12,0,30,46
2097,Married,Jail Inmate,0,,3,1,10,1,0,0,29,4
2098,Married,Jail Inmate,0,,1,0,1,0,0,0,45,1
2099,Significant Other,Pretrial Defendant,0,,0,1,3,0,0,0,29,1
2100,Divorced,Jail Inmate,0,,1,0,9,0,0,0,36,0
2101,Divorced,Pretrial Defendant,0,,12,7,28,0,2,0,24,20
2102,Single,Jail Inmate,0,,,,,,,,,0
2103,Single,Jail Inmate,0,,3,6,21,1,2,0,14,9
2104,Single,Pretrial Defendant,0,,12,5,28,1,2,0,42,19
2105,Significant Other,Pretrial Defendant,0,,0,3,3,1,0,0,48,3
2106,Single,Jail Inmate,0,,2,7,9,5,0,0,34,9
2107,Single,Jail Inmate,0,,4,3,7,0,2,0,20,3
2107,Single,Pretrial Defendant,0,,4,3,7,0,2,0,20,10
2108,Single,Jail Inmate,0,,1,2,3,0,3,0,18,3
2109,Single,Jail Inmate,0,,2,1,8,0,1,0,19,0
2110,Single,Jail Inmate,0,,5,2,18,0,2,0,14,0
2111,Single,Jail Inmate,0,,1,0,1,0,0,0,26,1
2112,Married,Jail Inmate,0,,2,0,11,0,0,0,38,0
2113,Single,Jail Inmate,0,,4,1,7,0,0,0,16,2
2114,Single,Jail Inmate,0,,20,11,42,4,11,0,18,72
2115,Single,Jail Inmate,0,,1,0,7,0,0,0,35,1
2116,Single,Jail Inmate,0,,1,2,3,0,2,0,36,5
2117,Single,Pretrial Defendant,11,215943,14,22,51,4,8,0,20,39
2118,Separated,Jail Inmate,0,,1,0,1,0,0,0,63,1
2119,Single,Jail Inmate,0,,5,0,10,0,0,0,24,3
2120,Divorced,Jail Inmate,0,,,,,,,,,0
2121,Single,Jail Inmate,0,,4,2,22,1,2,0,17,4
2122,Single,Jail Inmate,1,103,0,1,1,0,0,0,37,1
2123,Single,Jail Inmate,0,,2,1,8,1,0,0,20,7
2124,Single,Jail Inmate,0,,0,1,1,0,0,0,59,1
2125,Single,Jail Inmate,0,,7,2,16,1,0,0,18,11
2126,Single,Jail Inmate,0,,8,1,12,0,5,0,18,9
2127,Single,Jail Inmate,1,19698,18,11,36,0,16,0,18,49
2128,Single,Pretrial Defendant,0,,6,1,10,0,3,0,19,3
2129,Single,Jail Inmate,0,,6,2,11,0,3,0,17,4
2130,Married,Jail Inmate,0,,5,7,13,5,1,0,22,4
2131,Single,Jail Inmate,0,,3,1,6,0,2,0,28,0
2132,Married,Jail Inmate,0,,15,3,43,1,0,0,40,19
2133,Single,Jail Inmate,0,,7,3,23,1,0,0,18,5
2134,Single,Jail Inmate,2,3771,1,1,2,0,0,0,15,3
2135,Single,Jail Inmate,0,,,,,,,,,0
2136,Single,Jail Inmate,0,,5,1,6,0,0,0,26,5
2137,Single,Jail Inmate,0,,7,15,23,5,0,0,16,37
2138,Single,Jail Inmate,2,75754,22,9,50,1,2,0,16,49
2139,Single,Jail Inmate,0,,1,1,2,0,2,0,46,2
2140,Single,Pretrial Defendant,0,,0,1,2,1,0,0,56,1
2141,Single,Jail Inmate,0,,6,3,11,0,0,0,33,4
2142,Single,Jail Inmate,0,,2,2,4,0,2,0,18,4
2143,Single,Jail Inmate,0,,2,1,11,0,2,0,24,3
2144,Divorced,Jail Inmate,0,,,,,,,,,0
2145,Single,Pretrial Defendant,0,,1,3,4,1,0,0,17,0
2146,Single,Jail Inmate,0,,1,3,5,2,0,0,14,6
2146,Single,Pretrial Defendant,0,,1,3,5,2,0,0,14,4
2147,Single,Jail Inmate,0,,0,1,4,1,0,0,29,1
2148,Single,Jail Inmate,2,45966,36,14,54,2,11,0,21,47
2149,Single,Pretrial Defendant,0,,8,1,11,0,2,0,30,4
2150,Single,Jail Inmate,2,37980,3,10,20,5,0,0,18,10
2151,Single,Jail Inmate,0,,9,5,20,0,0,0,19,9
2152,Single,Jail Inmate,0,,4,1,10,1,0,0,35,3
2153,Single,Jail Inmate,0,,9,9,18,5,2,0,18,8
2154,Single,Jail Inmate,0,,1,1,2,0,0,0,18,1
2155,Single,Pretrial Defendant,4,197866,11,24,36,4,4,0,20,38
2156,Single,Jail Inmate,0,,4,5,10,1,1,0,18,13
2157,Single,Pretrial Defendant,0,,2,2,5,1,1,0,19,2
2158,Single,Jail Inmate,0,,,,,,,,,0
2159,Single,Jail Inmate,0,,1,3,6,0,3,0,35,10
2160,Single,Jail Inmate,0,,9,5,47,2,2,0,26,14
2161,Single,Jail Inmate,0,,2,0,4,0,0,0,24,2
2162,Single,Jail Inmate,0,,1,0,1,0,0,0,34,0
2163,Single,Jail Inmate,0,,0,3,5,2,0,0,16,2
2164,Single,Jail Inmate,0,,0,0,1,0,0,0,52,0
2165,Married,Jail Inmate,0,,7,0,16,0,0,0,43,7
2166,Single,Jail Inmate,0,,13,6,23,3,0,0,20,27
2167,Single,Jail Inmate,0,,,,,,,,,0
2168,Single,Pretrial Defendant,0,,2,0,7,0,0,0,32,7
2169,Single,Jail Inmate,0,,1,2,17,2,1,0,21,2
2170,Single,Jail Inmate,0,,1,2,6,2,0,0,18,5
2171,Single,Jail Inmate,0,,5,1,6,0,3,0,18,5
2172,Single,Jail Inmate,0,,13,1,19,0,2,0,23,27
2173,Single,Pretrial Defendant,0,,3,0,9,0,0,0,42,4
2174,Divorced,Jail Inmate,0,,7,6,15,0,0,0,34,8
2175,Single,Pretrial Defendant,0,,3,2,9,0,1,0,17,5
2176,Divorced,Jail Inmate,0,,3,1,4,0,1,0,37,1
2177,Single,Pretrial Defendant,0,,3,1,4,0,1,0,27,9
2178,Single,Jail Inmate,0,,7,3,23,1,4,0,18,7
2179,Single,Jail Inmate,0,,10,2,27,0,0,0,29,11
2179,Single,Pretrial Defendant,0,,10,2,27,0,0,0,29,11
2180,Divorced,Jail Inmate,0,,4,2,14,0,2,0,30,2
2181,Single,Jail Inmate,1,24219,32,6,39,0,4,0,14,39
2182,Single,Jail Inmate,0,,3,3,12,1,0,0,18,6
2183,Married,Jail Inmate,0,,2,0,2,1,0,0,39,0
2184,Single,Jail Inmate,0,,11,25,55,4,3,0,17,11
2185,Single,Jail Inmate,1,136,1,1,2,0,0,0,37,2
2186,Significant Other,Jail Inmate,0,,1,4,7,0,1,0,39,5
2187,Single,Jail Inmate,0,,3,1,5,1,0,0,24,5
2188,Single,Jail Inmate,0,,4,1,15,0,0,0,18,9
2189,Single,Jail Inmate,0,,1,0,1,0,0,0,22,1
2190,Married,Pretrial Defendant,0,,5,0,20,0,0,0,33,5
2191,Married,Pretrial Defendant,0,,,,,,,,,0
2192,Single,Jail Inmate,0,,4,0,19,0,1,0,19,2
2193,Single,Jail Inmate,0,,7,1,18,1,0,0,20,2
2194,Single,Jail Inmate,0,,3,0,10,0,0,0,36,1
2195,Unknown,Jail Inmate,1,8125,14,4,19,3,3,0,18,13
2196,Married,Jail Inmate,1,3348,1,7,9,0,5,0,24,12
2197,Single,Pretrial Defendant,1,11875,5,6,13,0,4,0,16,19
2198,Single,Jail Inmate,0,,5,1,9,0,0,0,46,7
2199,Single,Pretrial Defendant,0,,2,1,3,1,1,0,20,4
2200,Married,Jail Inmate,0,,0,0,5,0,0,0,32,0
2201,Divorced,Jail Inmate,0,,3,1,25,0,0,0,55,6
2202,Single,Jail Inmate,0,,4,1,6,0,0,0,42,3
2203,Single,Jail Inmate,0,,0,3,3,1,0,0,28,3
2204,Single,Jail Inmate,0,,0,1,3,1,0,0,19,1
2205,Single,Jail Inmate,0,,1,0,2,0,0,0,20,1
2206,Married,Jail Inmate,0,,4,0,7,0,1,0,18,7
2207,Single,Jail Inmate,2,4242,5,4,19,0,4,0,21,14
2208,Single,Jail Inmate,1,8932,4,5,11,0,0,0,21,7
2209,Single,Jail Inmate,0,,5,5,20,1,2,0,14,8
2210,Single,Pretrial Defendant,0,,4,4,10,2,2,0,18,12
2211,Single,Jail Inmate,1,6928,7,8,23,3,1,0,18,16
2212,Single,Pretrial Defendant,0,,4,4,24,0,1,0,21,4
2213,Single,Jail Inmate,0,,1,0,1,0,0,0,26,1
2214,Single,Jail Inmate,0,,4,1,7,0,0,0,18,8
2215,Single,Pretrial Defendant,0,,2,8,10,1,1,0,20,3
2216,Single,Jail Inmate,0,,3,1,9,0,0,0,37,6
2217,Single,Jail Inmate,0,,6,3,12,0,0,0,23,9
2218,Single,Jail Inmate,0,,2,0,8,0,0,0,18,1
2219,Single,Jail Inmate,0,,4,1,6,0,0,0,30,6
2220,Single,Jail Inmate,4,129328,13,11,47,0,9,0,23,31
2221,Divorced,Jail Inmate,0,,6,6,21,2,0,0,33,10
2222,Married,Jail Inmate,0,,1,3,4,2,0,0,27,2
2223,Separated,Jail Inmate,0,,1,3,4,2,0,0,35,4
2224,Single,Jail Inmate,0,,0,1,2,1,0,0,18,0
2225,Married,Jail Inmate,0,,,,,,,,,0
2226,Significant Other,Jail Inmate,1,11560,4,1,10,0,1,0,17,8
2227,Single,Jail Inmate,0,,0,2,4,0,0,0,28,1
2228,Single,Jail Inmate,0,,8,2,16,1,2,0,15,5
2229,Single,Jail Inmate,0,,1,1,6,0,0,0,23,2
2230,Single,Jail Inmate,0,,3,0,5,0,0,0,22,5
2231,Single,Jail Inmate,0,,23,27,65,2,4,0,13,14
2232,Single,Jail Inmate,0,,0,3,3,2,0,0,19,3
2233,Single,Jail Inmate,0,,1,6,8,3,2,0,18,10
2234,Single,Pretrial Defendant,0,,6,2,12,0,3,0,40,11
2235,Single,Jail Inmate,1,2860,8,6,28,0,1,0,18,26
2236,Single,Jail Inmate,0,,6,4,20,0,3,0,30,3
2237,Single,Jail Inmate,0,,3,4,14,2,3,0,17,5
2238,Single,Jail Inmate,0,,0,0,4,0,0,0,23,0
2239,Single,Pretrial Defendant,0,,7,5,17,1,0,0,18,11
2240,Single,Jail Inmate,0,,13,1,15,0,2,0,19,14
2241,Married,Jail Inmate,0,,0,0,2,0,0,0,43,0
2242,Single,Jail Inmate,0,,2,2,4,0,0,0,20,3
2243,Married,Jail Inmate,1,6027,0,2,2,0,0,0,55,0
2244,Significant Other,Jail Inmate,0,,4,1,5,0,0,0,20,3
2245,Single,Jail Inmate,4,22986,3,1,7,0,0,0,51,6
2246,Single,Pretrial Defendant,0,,1,1,2,0,0,0,18,2
2247,Significant Other,Jail Inmate,1,13456,6,10,16,2,1,0,17,16
2248,Single,Jail Inmate,0,,0,2,2,0,0,0,20,2
2249,Single,Jail Inmate,2,1956,0,2,2,0,2,0,24,2
2250,Single,Jail Inmate,0,,15,18,44,3,4,0,16,45
2251,Married,Jail Inmate,0,,1,0,7,0,0,0,42,5
2252,Married,Jail Inmate,0,,2,0,9,0,0,0,38,5
2253,Single,Jail Inmate,0,,2,0,7,0,0,0,18,1
2254,Significant Other,Pretrial Defendant,0,,3,4,8,1,5,0,22,10
2255,Single,Pretrial Defendant,0,,3,0,5,0,0,0,40,4
2256,Single,Jail Inmate,0,,0,1,1,1,0,0,61,1
2257,Single,Jail Inmate,0,,3,0,9,0,0,0,23,0
2258,Significant Other,Jail Inmate,0,,2,2,6,2,0,0,18,1
2258,Significant Other,Pretrial Defendant,0,,2,2,6,2,0,0,18,1
2259,Divorced,Pretrial Defendant,0,,3,3,10,0,4,0,19,10
2260,Single,Jail Inmate,0,,1,0,7,0,0,0,20,1
2261,Single,Jail Inmate,0,,0,1,7,0,0,0,34,1
2262,Single,Jail Inmate,0,,2,1,3,0,0,0,21,2
2263,Married,Jail Inmate,0,,4,6,13,0,7,0,21,11
2264,Single,Pretrial Defendant,2,30048,2,5,8,0,1,0,16,12
2265,Single,Pretrial Defendant,0,,3,3,9,1,0,0,15,12
2266,Single,Jail Inmate,0,,14,7,21,0,15,0,18,24
2267,Single,Jail Inmate,0,,3,1,6,0,0,0,22,1
2268,Single,Pretrial Defendant,0,,7,1,9,0,3,0,18,1
2269,Single,Jail Inmate,0,,1,1,2,1,0,0,42,1
2270,Single,Pretrial Defendant,0,,2,1,3,0,0,0,45,3
2271,Single,Pretrial Defendant,0,,6,11,29,2,5,0,17,39
2272,Divorced,Pretrial Defendant,7,22122,2,4,9,2,0,0,23,9
2273,Single,Jail Inmate,0,,1,0,1,0,0,0,18,1
2274,Divorced,Jail Inmate,0,,24,7,43,0,0,0,25,36
2275,Single,Jail Inmate,0,,,,,,,,,0
2276,Married,Jail Inmate,0,,8,0,16,0,0,0,20,8
2277,Separated,Jail Inmate,0,,9,4,18,1,2,0,17,7
2278,Married,Jail Inmate,0,,2,0,2,0,0,0,60,1
2279,Single,Jail Inmate,0,,2,2,6,2,1,0,24,7
2280,Single,Pretrial Defendant,0,,7,17,24,7,0,0,17,14
2281,Single,Jail Inmate,0,,13,2,29,0,0,0,19,20
2282,Separated,Jail Inmate,0,,0,2,2,0,0,0,26,4
2283,Single,Jail Inmate,0,,13,7,22,4,2,0,19,11
2284,Divorced,Jail Inmate,0,,1,0,2,0,0,0,30,1
2285,Single,Jail Inmate,0,,9,2,14,1,4,0,23,9
2286,Single,Jail Inmate,0,,3,0,14,0,2,0,19,3
2287,Single,Jail Inmate,4,50211,10,11,23,2,8,0,16,21
2288,Single,Jail Inmate,1,3275,2,3,7,0,2,0,22,5
2289,Single,Jail Inmate,0,,6,0,11,0,1,0,17,1
2290,Single,Jail Inmate,0,,3,1,11,0,4,0,25,2
2291,Divorced,Pretrial Defendant,0,,2,0,4,0,0,0,66,3
2292,Single,Jail Inmate,0,,0,1,7,0,1,0,35,3
2293,Single,Jail Inmate,0,,0,2,4,0,2,0,32,2
2294,Single,Jail Inmate,0,,0,2,2,1,0,0,21,1
2295,Single,Pretrial Defendant,2,9376,5,7,13,0,6,0,20,16
2296,Single,Jail Inmate,0,,0,1,1,1,0,0,20,1
2297,Single,Pretrial Defendant,0,,9,2,18,0,0,0,18,16
2298,Single,Pretrial Defendant,0,,,,,,,,,0
2299,Single,Jail Inmate,0,,7,3,18,0,2,0,20,10
2300,Single,Jail Inmate,0,,28,5,35,0,20,0,35,32
2301,Single,Jail Inmate,0,,11,4,23,0,0,0,14,10
2302,Married,Jail Inmate,0,,4,0,10,0,0,0,31,6
2303,Single,Jail Inmate,0,,1,0,5,0,0,0,38,1
2304,Single,Pretrial Defendant,0,,4,3,8,0,2,0,18,8
2305,Single,Pretrial Defendant,0,,3,2,15,1,1,0,22,4
2306,Single,Jail Inmate,0,,2,0,2,0,0,0,53,2
2307,Single,Jail Inmate,0,,15,0,33,0,1,0,38,27
2308,Single,Jail Inmate,0,,2,0,6,0,0,0,18,1
2309,Single,Pretrial Defendant,0,,1,1,2,0,1,0,20,1
2310,Single,Jail Inmate,0,,3,3,21,0,2,0,20,6
2311,Married,Jail Inmate,0,,5,2,16,0,0,0,22,6
2312,Single,Jail Inmate,0,,0,1,3,0,0,0,24,1
2313,Single,Jail Inmate,0,,2,0,5,0,0,0,26,1
2314,Significant Other,Pretrial Defendant,0,,3,4,7,2,1,0,47,19
2315,Divorced,Jail Inmate,0,,4,3,7,3,0,0,41,10
2316,Married,Jail Inmate,0,,1,0,1,0,0,0,50,1
2317,Single,Jail Inmate,0,,8,6,18,0,6,0,18,14
2318,Single,Jail Inmate,0,,3,1,11,1,2,0,18,1
2319,Single,Jail Inmate,0,,0,2,2,1,1,0,22,2
2320,Single,Jail Inmate,0,,1,1,6,1,0,0,16,1
2321,Significant Other,Pretrial Defendant,0,,10,8,34,1,1,0,19,17
2321,Single,Jail Inmate,0,,10,8,34,1,1,0,19,12
2322,Single,Jail Inmate,0,,18,11,45,4,6,0,18,38
2323,Single,Jail Inmate,0,,5,2,11,0,0,0,32,8
2324,Single,Jail Inmate,0,,2,0,2,0,0,0,20,0
2325,Single,Jail Inmate,0,,4,4,8,0,0,0,18,8
2326,Single,Jail Inmate,0,,8,14,34,1,8,0,19,26
2327,Single,Jail Inmate,12,118305,14,16,36,1,5,0,14,33
2328,Single,Jail Inmate,0,,2,0,4,0,0,0,21,4
2329,Single,Jail Inmate,0,,17,9,41,2,5,0,16,27
2330,Single,Jail Inmate,0,,12,5,18,2,5,0,17,20
2331,Significant Other,Jail Inmate,1,951,0,1,1,1,0,0,40,1
2332,Single,Jail Inmate,0,,1,1,3,0,0,0,51,2
2333,Single,Jail Inmate,1,738,12,4,21,1,0,0,38,18
2334,Married,Jail Inmate,0,,1,9,10,3,0,0,33,1
2335,Single,Jail Inmate,0,,8,7,19,3,0,0,19,12
2336,Single,Jail Inmate,0,,2,3,5,1,0,0,16,2
2337,Significant Other,Jail Inmate,0,,0,1,1,1,0,0,29,1
2338,Divorced,Pretrial Defendant,0,,2,0,3,0,0,0,56,3
2339,Single,Probation,0,,2,1,3,0,0,0,24,2
2340,Single,Pretrial Defendant,0,,0,0,2,0,0,0,26,0
2341,Divorced,Jail Inmate,0,,,,,,,,,0
2342,Single,Jail Inmate,0,,14,3,27,0,5,0,19,15
2343,Single,Pretrial Defendant,0,,0,6,6,0,0,0,31,7
2344,Single,Jail Inmate,0,,14,0,23,1,1,0,19,5
2345,Single,Jail Inmate,0,,2,0,2,0,0,0,18,0
2346,Single,Jail Inmate,0,,6,7,25,0,7,0,18,20
